"idcase","depvar","income","agehed","rooms","region","alt","ic","oc","chid"
705,FALSE,5,55,2,"valley","er",1165.6,516.85,705
705,TRUE,5,55,2,"valley","gc",907.2,199.46,705
705,FALSE,5,55,2,"valley","gr",951.39,167.06,705
705,FALSE,5,55,2,"valley","hp",1084.8,255.89,705
706,FALSE,7,65,6,"ncostl","ec",894.27,442.37,706
706,FALSE,7,65,6,"ncostl","er",885.07,427.36,706
706,TRUE,7,65,6,"ncostl","gc",782.29,171.62,706
706,FALSE,7,65,6,"ncostl","gr",949.53,159.7,706
706,FALSE,7,65,6,"ncostl","hp",1104.3,227.49,706
707,FALSE,4,65,4,"ncostl","ec",953.21,553.71,707
707,FALSE,4,65,4,"ncostl","er",1126.4,506.31,707
707,TRUE,4,65,4,"ncostl","gc",971.94,192.59,707
707,FALSE,4,65,4,"ncostl","gr",1007.1,163.23,707
707,FALSE,4,65,4,"ncostl","hp",1096.6,232.09,707
708,FALSE,7,45,3,"valley","ec",997.82,571.47,708
708,FALSE,7,45,3,"valley","er",1147.5,518.61,708
708,FALSE,7,45,3,"valley","gc",994.94,182.99,708
708,FALSE,7,45,3,"valley","gr",1134.2,188.78,708
708,TRUE,7,45,3,"valley","hp",1254.2,250.21,708
709,FALSE,6,35,7,"valley","ec",1014.3,481.12,709
709,FALSE,6,35,7,"valley","er",1125.5,480.82,709
709,TRUE,6,35,7,"valley","gc",854.65,175.7,709
709,FALSE,6,35,7,"valley","gr",1028,170.13,709
709,FALSE,6,35,7,"valley","hp",1228.7,226.22,709
710,FALSE,5,40,5,"ncostl","ec",810.73,415.32,710
710,FALSE,5,40,5,"ncostl","er",955.16,424.2,710
710,TRUE,5,40,5,"ncostl","gc",764.61,177.66,710
710,FALSE,5,40,5,"ncostl","gr",779.63,151.56,710
710,FALSE,5,40,5,"ncostl","hp",1175,188.03,710
711,FALSE,7,65,3,"scostl","ec",990.83,491.37,711
711,FALSE,7,65,3,"scostl","er",1178.9,505.48,711
711,TRUE,7,65,3,"scostl","gc",863.04,189.02,711
711,FALSE,7,65,3,"scostl","gr",1043.1,155.69,711
711,FALSE,7,65,3,"scostl","hp",1314.1,244.85,711
712,FALSE,7,45,2,"scostl","ec",797.85,375.86,712
712,FALSE,7,45,2,"scostl","er",770.68,372.92,712
712,TRUE,7,45,2,"scostl","gc",571.89,134.6,712
712,FALSE,7,45,2,"scostl","gr",733.41,144.22,712
712,FALSE,7,45,2,"scostl","hp",877.64,215.11,712
713,FALSE,6,35,3,"ncostl","ec",856.09,390.37,713
713,FALSE,6,35,3,"ncostl","er",803.48,399.72,713
713,TRUE,6,35,3,"ncostl","gc",715.32,165.67,713
713,FALSE,6,35,3,"ncostl","gr",711.33,119.85,713
713,FALSE,6,35,3,"ncostl","hp",858.88,211.01,713
714,FALSE,7,40,2,"scostl","ec",909.6,472.7,714
714,TRUE,7,40,2,"scostl","er",957.06,420.36,714
714,FALSE,7,40,2,"scostl","gc",836.39,174.59,714
714,FALSE,7,40,2,"scostl","gr",917.48,185.39,714
714,FALSE,7,40,2,"scostl","hp",1121.3,242.65,714
715,FALSE,6,35,2,"scostl","ec",865.73,430.49,715
715,FALSE,6,35,2,"scostl","er",1148.8,482.67,715
715,TRUE,6,35,2,"scostl","gc",907.17,185.81,715
715,FALSE,6,35,2,"scostl","gr",911.74,174.02,715
715,FALSE,6,35,2,"scostl","hp",1255,205.02,715
716,TRUE,2,50,6,"valley","ec",961.1,511.18,716
716,FALSE,2,50,6,"valley","er",1051.9,500.78,716
716,FALSE,2,50,6,"valley","gc",1039,199.83,716
716,FALSE,2,50,6,"valley","gr",1084.2,149.39,716
716,FALSE,2,50,6,"valley","hp",1141.1,266.56,716
717,FALSE,7,65,4,"ncostl","ec",693.62,406.13,717
717,FALSE,7,65,4,"ncostl","er",961.04,428.97,717
717,TRUE,7,65,4,"ncostl","gc",666.31,136.34,717
717,FALSE,7,65,4,"ncostl","gr",819.6,134.26,717
717,FALSE,7,65,4,"ncostl","hp",931.17,191.15,717
718,FALSE,5,60,5,"ncostl","ec",1025.5,455.78,718
718,FALSE,5,60,5,"ncostl","er",1137.6,499.5,718
718,TRUE,5,60,5,"ncostl","gc",791.76,185.23,718
718,FALSE,5,60,5,"ncostl","gr",911.11,169.74,718
718,FALSE,5,60,5,"ncostl","hp",1116.2,256.81,718
719,FALSE,3,55,2,"ncostl","ec",1105.2,548.65,719
719,FALSE,3,55,2,"ncostl","er",1204.4,455.56,719
719,FALSE,3,55,2,"ncostl","gc",911.12,183.82,719
719,TRUE,3,55,2,"ncostl","gr",1100.3,180.55,719
719,FALSE,3,55,2,"ncostl","hp",1198.5,252.56,719
720,TRUE,4,50,3,"scostl","ec",879.19,575.97,720
720,FALSE,4,50,3,"scostl","er",1217.2,502.16,720
720,FALSE,4,50,3,"scostl","gc",927.58,209.43,720
720,FALSE,4,50,3,"scostl","gr",1056.7,154.05,720
720,FALSE,4,50,3,"scostl","hp",1279,264.5,720
721,FALSE,7,65,4,"valley","ec",908.63,578.14,721
721,FALSE,7,65,4,"valley","er",951,476.69,721
721,FALSE,7,65,4,"valley","gc",796.63,200.82,721
721,TRUE,7,65,4,"valley","gr",1068.7,179.5,721
721,FALSE,7,65,4,"valley","hp",1126.3,255.8,721
722,FALSE,5,45,7,"scostl","ec",727.02,370.23,722
722,FALSE,5,45,7,"scostl","er",919.33,313.96,722
722,TRUE,5,45,7,"scostl","gc",654.39,135.32,722
722,FALSE,5,45,7,"scostl","gr",767.29,110.76,722
722,FALSE,5,45,7,"scostl","hp",859.35,197.28,722
723,FALSE,3,30,7,"scostl","ec",797.01,473.35,723
723,FALSE,3,30,7,"scostl","er",1033.8,341.09,723
723,TRUE,3,30,7,"scostl","gc",695.16,161.87,723
723,FALSE,3,30,7,"scostl","gr",836.18,118.52,723
723,FALSE,3,30,7,"scostl","hp",989.72,203.17,723
724,FALSE,2,25,6,"ncostl","ec",745.47,426.45,724
724,FALSE,2,25,6,"ncostl","er",888.24,421.85,724
724,TRUE,2,25,6,"ncostl","gc",731.04,174.85,724
724,FALSE,2,25,6,"ncostl","gr",835.16,144.33,724
724,FALSE,2,25,6,"ncostl","hp",1020.2,227.45,724
725,FALSE,2,50,7,"scostl","ec",809.28,397.97,725
725,FALSE,2,50,7,"scostl","er",983.48,343.45,725
725,FALSE,2,50,7,"scostl","gc",642.31,152.53,725
725,TRUE,2,50,7,"scostl","gr",831.22,138.43,725
725,FALSE,2,50,7,"scostl","hp",532.32,187.84,725
726,FALSE,6,30,3,"valley","ec",1159.3,598.1,726
726,FALSE,6,30,3,"valley","er",1360.1,536.89,726
726,FALSE,6,30,3,"valley","gc",1017,215.5,726
726,TRUE,6,30,3,"valley","gr",1143.4,205.71,726
726,FALSE,6,30,3,"valley","hp",1312.1,303.63,726
727,FALSE,3,65,2,"mountn","ec",756.24,408.16,727
727,FALSE,3,65,2,"mountn","er",693.3,349.93,727
727,TRUE,3,65,2,"mountn","gc",703.64,167.71,727
727,FALSE,3,65,2,"mountn","gr",728.62,150.25,727
727,FALSE,3,65,2,"mountn","hp",1041.1,200.16,727
728,FALSE,6,25,3,"scostl","ec",954.62,553.42,728
728,FALSE,6,25,3,"scostl","er",984.76,409.48,728
728,FALSE,6,25,3,"scostl","gc",924.57,201.8,728
728,TRUE,6,25,3,"scostl","gr",1000.9,162.97,728
728,FALSE,6,25,3,"scostl","hp",1166.1,232.46,728
729,FALSE,5,25,6,"ncostl","ec",819.22,441.6,729
729,FALSE,5,25,6,"ncostl","er",1011,499.26,729
729,TRUE,5,25,6,"ncostl","gc",803.4,198.2,729
729,FALSE,5,25,6,"ncostl","gr",898.97,166.45,729
729,FALSE,5,25,6,"ncostl","hp",1069.2,240.53,729
730,FALSE,3,55,3,"ncostl","ec",712.96,416.75,730
730,FALSE,3,55,3,"ncostl","er",1061.7,428.23,730
730,TRUE,3,55,3,"ncostl","gc",659.4,152.6,730
730,FALSE,3,55,3,"ncostl","gr",985.27,141.56,730
730,FALSE,3,55,3,"ncostl","hp",1113.8,226.34,730
731,FALSE,2,60,6,"scostl","ec",948.08,526.84,731
731,FALSE,2,60,6,"scostl","er",1178,562.91,731
731,TRUE,2,60,6,"scostl","gc",981.38,214.81,731
731,FALSE,2,60,6,"scostl","gr",954.73,190.84,731
731,FALSE,2,60,6,"scostl","hp",1430.2,288.67,731
732,FALSE,7,35,2,"mountn","ec",861.77,513.62,732
732,FALSE,7,35,2,"mountn","er",941.51,473.26,732
732,TRUE,7,35,2,"mountn","gc",852.54,177.59,732
732,FALSE,7,35,2,"mountn","gr",883.88,158.2,732
732,FALSE,7,35,2,"mountn","hp",1173.3,226.05,732
733,FALSE,7,45,4,"ncostl","ec",758.1,487.46,733
733,FALSE,7,45,4,"ncostl","er",940.57,402.88,733
733,TRUE,7,45,4,"ncostl","gc",765.75,148.34,733
733,FALSE,7,45,4,"ncostl","gr",867.64,135.3,733
733,FALSE,7,45,4,"ncostl","hp",915.45,241.5,733
734,FALSE,5,20,5,"scostl","ec",883.04,450.27,734
734,TRUE,5,20,5,"scostl","er",857.93,466.69,734
734,FALSE,5,20,5,"scostl","gc",721.69,167.89,734
734,FALSE,5,20,5,"scostl","gr",1115.1,160.32,734
734,FALSE,5,20,5,"scostl","hp",916.53,230.16,734
735,FALSE,2,30,7,"mountn","ec",870.75,515.21,735
735,FALSE,2,30,7,"mountn","er",1007.3,484.83,735
735,FALSE,2,30,7,"mountn","gc",738.5,159.97,735
735,FALSE,2,30,7,"mountn","gr",1020.6,166.46,735
735,TRUE,2,30,7,"mountn","hp",1012.2,253.63,735
736,FALSE,3,60,3,"ncostl","ec",860.79,538.42,736
736,FALSE,3,60,3,"ncostl","er",1023.3,457.65,736
736,FALSE,3,60,3,"ncostl","gc",846.48,190.04,736
736,TRUE,3,60,3,"ncostl","gr",1127.2,164.06,736
736,FALSE,3,60,3,"ncostl","hp",1190.8,239.17,736
737,FALSE,3,45,7,"ncostl","ec",808.62,467.04,737
737,FALSE,3,45,7,"ncostl","er",1139.4,510.48,737
737,TRUE,3,45,7,"ncostl","gc",850.5,196.08,737
737,FALSE,3,45,7,"ncostl","gr",870.88,157.05,737
737,FALSE,3,45,7,"ncostl","hp",1101.6,215.36,737
738,FALSE,4,65,7,"ncostl","ec",754.96,407.08,738
738,FALSE,4,65,7,"ncostl","er",942.35,419.32,738
738,TRUE,4,65,7,"ncostl","gc",722.37,171.3,738
738,FALSE,4,65,7,"ncostl","gr",896.46,136.78,738
738,FALSE,4,65,7,"ncostl","hp",944.47,194.23,738
739,FALSE,5,40,5,"scostl","ec",1012.9,583.31,739
739,FALSE,5,40,5,"scostl","er",1118.8,470.65,739
739,FALSE,5,40,5,"scostl","gc",1023.3,221.8,739
739,FALSE,5,40,5,"scostl","gr",1009.5,190.81,739
739,TRUE,5,40,5,"scostl","hp",1381.4,216.23,739
740,TRUE,7,45,7,"valley","ec",883.34,398.65,740
740,FALSE,7,45,7,"valley","er",1154.8,428.15,740
740,FALSE,7,45,7,"valley","gc",765.05,161.63,740
740,FALSE,7,45,7,"valley","gr",885.92,147.8,740
740,FALSE,7,45,7,"valley","hp",1166.5,217.71,740
741,FALSE,2,20,6,"ncostl","ec",884.08,478.36,741
741,FALSE,2,20,6,"ncostl","er",959.6,484.51,741
741,FALSE,2,20,6,"ncostl","gc",809.78,186.24,741
741,TRUE,2,20,6,"ncostl","gr",935.83,162.86,741
741,FALSE,2,20,6,"ncostl","hp",1001.5,250.86,741
742,FALSE,6,60,6,"ncostl","ec",1124.9,515.79,742
742,FALSE,6,60,6,"ncostl","er",1011.1,489.4,742
742,TRUE,6,60,6,"ncostl","gc",899.85,207.96,742
742,FALSE,6,60,6,"ncostl","gr",957.74,166.53,742
742,FALSE,6,60,6,"ncostl","hp",1372.5,282.39,742
743,FALSE,4,65,2,"ncostl","ec",909.68,484.21,743
743,TRUE,4,65,2,"ncostl","er",1026.8,463.4,743
743,FALSE,4,65,2,"ncostl","gc",877.52,188.23,743
743,FALSE,4,65,2,"ncostl","gr",1008.3,159.82,743
743,FALSE,4,65,2,"ncostl","hp",1166.3,248.73,743
744,FALSE,2,65,3,"valley","ec",709.61,462.83,744
744,TRUE,2,65,3,"valley","er",1051.6,380.57,744
744,FALSE,2,65,3,"valley","gc",723.03,156.56,744
744,FALSE,2,65,3,"valley","gr",1020.2,153.94,744
744,FALSE,2,65,3,"valley","hp",918.79,208.17,744
745,FALSE,6,25,2,"mountn","ec",1189.1,679.9,745
745,FALSE,6,25,2,"mountn","er",1496.3,593.42,745
745,TRUE,6,25,2,"mountn","gc",970.14,241.5,745
745,FALSE,6,25,2,"mountn","gr",1100.6,183.71,745
745,FALSE,6,25,2,"mountn","hp",1534.6,279.37,745
746,FALSE,7,45,6,"scostl","ec",828.14,381.25,746
746,FALSE,7,45,6,"scostl","er",766.75,415.36,746
746,TRUE,7,45,6,"scostl","gc",647.88,162.48,746
746,FALSE,7,45,6,"scostl","gr",905.06,138.43,746
746,FALSE,7,45,6,"scostl","hp",979.1,192.09,746
747,FALSE,6,30,5,"ncostl","ec",838,471.89,747
747,FALSE,6,30,5,"ncostl","er",946.19,335.3,747
747,TRUE,6,30,5,"ncostl","gc",738.82,165.59,747
747,FALSE,6,30,5,"ncostl","gr",829.23,143.75,747
747,FALSE,6,30,5,"ncostl","hp",1088.3,180.79,747
748,FALSE,6,20,7,"valley","ec",885.4,523.65,748
748,FALSE,6,20,7,"valley","er",1078.5,473.72,748
748,TRUE,6,20,7,"valley","gc",834.45,215.72,748
748,FALSE,6,20,7,"valley","gr",945.29,167.75,748
748,FALSE,6,20,7,"valley","hp",1119.6,243.39,748
749,TRUE,3,55,7,"ncostl","ec",840.43,465.6,749
749,FALSE,3,55,7,"ncostl","er",1148.6,465.29,749
749,FALSE,3,55,7,"ncostl","gc",779.42,214.04,749
749,FALSE,3,55,7,"ncostl","gr",971.71,135.88,749
749,FALSE,3,55,7,"ncostl","hp",1055,220.21,749
750,FALSE,6,25,2,"valley","ec",743.24,428.83,750
750,FALSE,6,25,2,"valley","er",814.41,468.32,750
750,TRUE,6,25,2,"valley","gc",817.14,201.88,750
750,FALSE,6,25,2,"valley","gr",906.93,149.85,750
750,FALSE,6,25,2,"valley","hp",1000.2,237.08,750
751,FALSE,3,55,3,"scostl","ec",830.14,439.12,751
751,FALSE,3,55,3,"scostl","er",1043.7,452.19,751
751,TRUE,3,55,3,"scostl","gc",774.65,165.77,751
751,FALSE,3,55,3,"scostl","gr",897.12,152.65,751
751,FALSE,3,55,3,"scostl","hp",1127,223.51,751
752,TRUE,5,55,5,"scostl","ec",596.88,386.58,752
752,FALSE,5,55,5,"scostl","er",838.83,293.31,752
752,FALSE,5,55,5,"scostl","gc",563.66,133.47,752
752,FALSE,5,55,5,"scostl","gr",632.1,115.16,752
752,FALSE,5,55,5,"scostl","hp",810.85,168.94,752
753,FALSE,2,40,2,"ncostl","ec",738.92,370.55,753
753,FALSE,2,40,2,"ncostl","er",833.76,452.26,753
753,TRUE,2,40,2,"ncostl","gc",750.16,175.99,753
753,FALSE,2,40,2,"ncostl","gr",726.23,128.14,753
753,FALSE,2,40,2,"ncostl","hp",1031,166.76,753
754,FALSE,3,50,2,"ncostl","ec",758.61,413.99,754
754,FALSE,3,50,2,"ncostl","er",823.93,369.81,754
754,FALSE,3,50,2,"ncostl","gc",563.94,150.56,754
754,TRUE,3,50,2,"ncostl","gr",825.67,140.7,754
754,FALSE,3,50,2,"ncostl","hp",942.81,192.58,754
755,FALSE,5,20,4,"mountn","ec",705.72,423.45,755
755,FALSE,5,20,4,"mountn","er",712.82,401.41,755
755,TRUE,5,20,4,"mountn","gc",600.16,140.33,755
755,FALSE,5,20,4,"mountn","gr",872.89,137.63,755
755,FALSE,5,20,4,"mountn","hp",800.38,183.47,755
756,FALSE,4,30,3,"mountn","ec",1067.8,538.21,756
756,FALSE,4,30,3,"mountn","er",1171.7,503.69,756
756,TRUE,4,30,3,"mountn","gc",953.29,198.14,756
756,FALSE,4,30,3,"mountn","gr",1205.1,167.6,756
756,FALSE,4,30,3,"mountn","hp",1238.5,260.88,756
757,FALSE,7,60,3,"ncostl","ec",789.4,376.77,757
757,FALSE,7,60,3,"ncostl","er",928.16,428.84,757
757,TRUE,7,60,3,"ncostl","gc",741.79,194.09,757
757,FALSE,7,60,3,"ncostl","gr",977.64,174.41,757
757,FALSE,7,60,3,"ncostl","hp",1056.3,235.44,757
758,FALSE,7,45,4,"ncostl","ec",968.98,668.13,758
758,FALSE,7,45,4,"ncostl","er",1367.6,504.02,758
758,TRUE,7,45,4,"ncostl","gc",908.26,213.75,758
758,FALSE,7,45,4,"ncostl","gr",1205,199.23,758
758,FALSE,7,45,4,"ncostl","hp",1328.3,271.79,758
759,FALSE,5,25,3,"scostl","ec",902.57,490.53,759
759,FALSE,5,25,3,"scostl","er",1021.7,425.43,759
759,FALSE,5,25,3,"scostl","gc",807.54,165.48,759
759,TRUE,5,25,3,"scostl","gr",1102.4,153.56,759
759,FALSE,5,25,3,"scostl","hp",986.77,196.19,759
760,FALSE,4,30,7,"ncostl","ec",713.51,440.87,760
760,FALSE,4,30,7,"ncostl","er",981.98,367.44,760
760,FALSE,4,30,7,"ncostl","gc",663.54,133.08,760
760,TRUE,4,30,7,"ncostl","gr",744.82,117.91,760
760,FALSE,4,30,7,"ncostl","hp",934.65,207.86,760
761,FALSE,3,30,3,"valley","ec",769.75,461.15,761
761,FALSE,3,30,3,"valley","er",987.65,480.86,761
761,TRUE,3,30,3,"valley","gc",788.48,146.92,761
761,FALSE,3,30,3,"valley","gr",961.79,153.93,761
761,FALSE,3,30,3,"valley","hp",959.09,221.63,761
762,FALSE,5,60,2,"scostl","ec",809.28,532.15,762
762,FALSE,5,60,2,"scostl","er",899.95,543.52,762
762,TRUE,5,60,2,"scostl","gc",938.31,182.64,762
762,FALSE,5,60,2,"scostl","gr",914.76,191.49,762
762,FALSE,5,60,2,"scostl","hp",1248.1,224.58,762
763,FALSE,5,50,7,"scostl","ec",1064.8,578.49,763
763,FALSE,5,50,7,"scostl","er",1047.5,466.94,763
763,TRUE,5,50,7,"scostl","gc",869.95,205.93,763
763,FALSE,5,50,7,"scostl","gr",1099.3,189.54,763
763,FALSE,5,50,7,"scostl","hp",1288.1,281.24,763
764,FALSE,6,50,2,"scostl","ec",1088.9,607.6,764
764,FALSE,6,50,2,"scostl","er",1210,530.36,764
764,FALSE,6,50,2,"scostl","gc",905.46,199.04,764
764,TRUE,6,50,2,"scostl","gr",1087.3,225.95,764
764,FALSE,6,50,2,"scostl","hp",1352.7,286.59,764
765,FALSE,3,20,4,"scostl","ec",953.25,575.85,765
765,FALSE,3,20,4,"scostl","er",1168.1,487.85,765
765,TRUE,3,20,4,"scostl","gc",898.55,201.1,765
765,FALSE,3,20,4,"scostl","gr",1100.6,181.55,765
765,FALSE,3,20,4,"scostl","hp",1270.5,264.17,765
766,FALSE,3,65,3,"scostl","ec",975.47,539.38,766
766,FALSE,3,65,3,"scostl","er",1210.7,561.11,766
766,TRUE,3,65,3,"scostl","gc",910.25,201.03,766
766,FALSE,3,65,3,"scostl","gr",1021.9,178.04,766
766,FALSE,3,65,3,"scostl","hp",1124.2,257.61,766
767,FALSE,5,50,5,"scostl","ec",739.3,492.5,767
767,FALSE,5,50,5,"scostl","er",989.9,397.71,767
767,TRUE,5,50,5,"scostl","gc",766.35,179.25,767
767,FALSE,5,50,5,"scostl","gr",792.26,136.1,767
767,FALSE,5,50,5,"scostl","hp",848.17,221.2,767
768,FALSE,6,40,2,"scostl","ec",683.59,487.95,768
768,TRUE,6,40,2,"scostl","er",935.29,405.26,768
768,FALSE,6,40,2,"scostl","gc",642.85,171.02,768
768,FALSE,6,40,2,"scostl","gr",833.52,145.83,768
768,FALSE,6,40,2,"scostl","hp",1132.2,205.31,768
769,FALSE,5,60,6,"ncostl","ec",762.3,405.37,769
769,FALSE,5,60,6,"ncostl","er",824.84,312.14,769
769,FALSE,5,60,6,"ncostl","gc",695.41,129.24,769
769,FALSE,5,60,6,"ncostl","gr",898.61,135.99,769
769,TRUE,5,60,6,"ncostl","hp",736.83,148.85,769
770,TRUE,7,45,4,"scostl","ec",829.64,525.43,770
770,FALSE,7,45,4,"scostl","er",1015.9,399.94,770
770,FALSE,7,45,4,"scostl","gc",958.72,191.02,770
770,FALSE,7,45,4,"scostl","gr",921.9,166.56,770
770,FALSE,7,45,4,"scostl","hp",1009.8,234.13,770
771,FALSE,6,65,4,"scostl","ec",678.08,480.76,771
771,FALSE,6,65,4,"scostl","er",1121,445.33,771
771,TRUE,6,65,4,"scostl","gc",711.19,158.37,771
771,FALSE,6,65,4,"scostl","gr",811.49,169.19,771
771,FALSE,6,65,4,"scostl","hp",978.27,211.43,771
772,FALSE,6,30,2,"valley","ec",1132.1,573.76,772
772,FALSE,6,30,2,"valley","er",1174.5,460.89,772
772,TRUE,6,30,2,"valley","gc",915.64,238.99,772
772,FALSE,6,30,2,"valley","gr",1130.8,164.92,772
772,FALSE,6,30,2,"valley","hp",1372.3,231.5,772
773,FALSE,3,40,6,"ncostl","ec",927.19,544.07,773
773,FALSE,3,40,6,"ncostl","er",1089.5,504.26,773
773,TRUE,3,40,6,"ncostl","gc",1034.8,199.33,773
773,FALSE,3,40,6,"ncostl","gr",1221.7,181.18,773
773,FALSE,3,40,6,"ncostl","hp",1141.7,283.32,773
774,FALSE,2,65,2,"ncostl","ec",850.24,542.55,774
774,FALSE,2,65,2,"ncostl","er",1116.4,451.41,774
774,TRUE,2,65,2,"ncostl","gc",908.45,205.98,774
774,FALSE,2,65,2,"ncostl","gr",1032.8,187.58,774
774,FALSE,2,65,2,"ncostl","hp",1344.3,261.15,774
775,FALSE,4,65,7,"scostl","ec",920.17,503.23,775
775,FALSE,4,65,7,"scostl","er",1050.6,433.13,775
775,TRUE,4,65,7,"scostl","gc",779.19,175.83,775
775,FALSE,4,65,7,"scostl","gr",973.96,162.94,775
775,FALSE,4,65,7,"scostl","hp",1037.7,229.65,775
776,FALSE,2,30,7,"scostl","ec",871.7,537,776
776,FALSE,2,30,7,"scostl","er",910.56,454.44,776
776,TRUE,2,30,7,"scostl","gc",937.92,189.62,776
776,FALSE,2,30,7,"scostl","gr",1013.5,171.74,776
776,FALSE,2,30,7,"scostl","hp",1188.1,257.41,776
777,FALSE,7,50,4,"valley","ec",923.98,514.08,777
777,FALSE,7,50,4,"valley","er",1069.6,453.65,777
777,TRUE,7,50,4,"valley","gc",766.2,158.75,777
777,FALSE,7,50,4,"valley","gr",921.02,157.81,777
777,FALSE,7,50,4,"valley","hp",1005.6,182.01,777
778,FALSE,4,55,3,"scostl","ec",724.22,426.39,778
778,TRUE,4,55,3,"scostl","er",993.27,438.48,778
778,FALSE,4,55,3,"scostl","gc",809.99,147.32,778
778,FALSE,4,55,3,"scostl","gr",1000.5,134.42,778
778,FALSE,4,55,3,"scostl","hp",925.79,208.01,778
779,FALSE,2,25,7,"valley","ec",634.18,355.96,779
779,FALSE,2,25,7,"valley","er",777.28,365.46,779
779,FALSE,2,25,7,"valley","gc",619.41,157.78,779
779,FALSE,2,25,7,"valley","gr",667.52,149.96,779
779,TRUE,2,25,7,"valley","hp",859.37,193.41,779
780,FALSE,7,45,4,"scostl","ec",778.44,535.15,780
780,FALSE,7,45,4,"scostl","er",1150.1,494.24,780
780,TRUE,7,45,4,"scostl","gc",823.28,184.27,780
780,FALSE,7,45,4,"scostl","gr",963.3,173.29,780
780,FALSE,7,45,4,"scostl","hp",1141.2,226.52,780
781,FALSE,3,30,3,"valley","ec",829.65,495.54,781
781,FALSE,3,30,3,"valley","er",1038.7,499.11,781
781,TRUE,3,30,3,"valley","gc",864.49,189.19,781
781,FALSE,3,30,3,"valley","gr",918.9,152.41,781
781,FALSE,3,30,3,"valley","hp",1189.1,250.47,781
782,TRUE,7,60,3,"valley","ec",653.52,380.29,782
782,FALSE,7,60,3,"valley","er",911.5,328.82,782
782,FALSE,7,60,3,"valley","gc",657.54,140.51,782
782,FALSE,7,60,3,"valley","gr",754.02,129.65,782
782,FALSE,7,60,3,"valley","hp",873.13,211.82,782
783,FALSE,2,60,5,"ncostl","ec",1084.7,588.45,783
783,FALSE,2,60,5,"ncostl","er",1275.4,664.43,783
783,TRUE,2,60,5,"ncostl","gc",1067.1,213.74,783
783,FALSE,2,60,5,"ncostl","gr",1218.5,195.56,783
783,FALSE,2,60,5,"ncostl","hp",1353.1,274.43,783
784,FALSE,4,35,5,"valley","ec",866.22,500.39,784
784,TRUE,4,35,5,"valley","er",906.27,419.63,784
784,FALSE,4,35,5,"valley","gc",637.85,177.58,784
784,FALSE,4,35,5,"valley","gr",881.3,142.25,784
784,FALSE,4,35,5,"valley","hp",1130.2,201.54,784
785,FALSE,4,60,7,"scostl","ec",1104.4,663.64,785
785,FALSE,4,60,7,"scostl","er",1416.7,571.55,785
785,TRUE,4,60,7,"scostl","gc",1041.9,247.56,785
785,FALSE,4,60,7,"scostl","gr",1176.5,189.67,785
785,FALSE,4,60,7,"scostl","hp",1349.7,305.52,785
786,FALSE,2,50,7,"valley","ec",747.36,405.33,786
786,FALSE,2,50,7,"valley","er",845.54,374.78,786
786,TRUE,2,50,7,"valley","gc",711.16,169.54,786
786,FALSE,2,50,7,"valley","gr",835.13,137.23,786
786,FALSE,2,50,7,"valley","hp",887.49,216.15,786
787,TRUE,4,35,5,"valley","ec",802.2,511.61,787
787,FALSE,4,35,5,"valley","er",1003.1,468.07,787
787,FALSE,4,35,5,"valley","gc",902.25,183.39,787
787,FALSE,4,35,5,"valley","gr",943.76,157.77,787
787,FALSE,4,35,5,"valley","hp",1105.6,219.09,787
788,FALSE,3,25,5,"ncostl","ec",655.31,366.28,788
788,FALSE,3,25,5,"ncostl","er",891.1,352.3,788
788,TRUE,3,25,5,"ncostl","gc",431.83,131.46,788
788,FALSE,3,25,5,"ncostl","gr",674.98,117.56,788
788,FALSE,3,25,5,"ncostl","hp",702.08,184.56,788
789,FALSE,5,25,4,"mountn","ec",745.85,422.17,789
789,FALSE,5,25,4,"mountn","er",919.38,397.85,789
789,FALSE,5,25,4,"mountn","gc",782.83,170.76,789
789,TRUE,5,25,4,"mountn","gr",911.72,150.36,789
789,FALSE,5,25,4,"mountn","hp",842.63,198.98,789
790,FALSE,5,55,4,"scostl","ec",775.23,425.27,790
790,FALSE,5,55,4,"scostl","er",854.6,440.23,790
790,TRUE,5,55,4,"scostl","gc",708.57,130.29,790
790,FALSE,5,55,4,"scostl","gr",954.36,145.34,790
790,FALSE,5,55,4,"scostl","hp",983.98,213.15,790
791,FALSE,3,20,4,"ncostl","ec",777.17,345.02,791
791,FALSE,3,20,4,"ncostl","er",825.66,372.95,791
791,TRUE,3,20,4,"ncostl","gc",613.98,149.04,791
791,FALSE,3,20,4,"ncostl","gr",651.09,110.75,791
791,FALSE,3,20,4,"ncostl","hp",853.6,185.27,791
792,FALSE,3,60,6,"valley","ec",974.98,548.6,792
792,FALSE,3,60,6,"valley","er",1122.1,569.89,792
792,FALSE,3,60,6,"valley","gc",940.8,186.18,792
792,TRUE,3,60,6,"valley","gr",1104.6,163.61,792
792,FALSE,3,60,6,"valley","hp",1351.7,264.35,792
793,FALSE,4,45,3,"scostl","ec",861.16,569.53,793
793,FALSE,4,45,3,"scostl","er",1022.7,481.63,793
793,FALSE,4,45,3,"scostl","gc",820.6,214.38,793
793,TRUE,4,45,3,"scostl","gr",1010.3,169.17,793
793,FALSE,4,45,3,"scostl","hp",1106.5,251.42,793
794,FALSE,7,55,7,"mountn","ec",542.66,317.25,794
794,FALSE,7,55,7,"mountn","er",835.91,335.01,794
794,FALSE,7,55,7,"mountn","gc",632.57,137.13,794
