id,name,amount,abstract,address,ref_number,university,year,area,survive,social_media,phone_call,No_members,No_alumni,No_professor,No_undergrad,No_postgrad,No_other,Employee,private_fund,Sciencepark
215,Sourcebrella Inc Limited,0.25,"Sourcebrella Inc, founded in 2016 by a group of HKUST researchers, is committed to develop the most advanced and world-class technology, tools, and solutions that enable the industrial-strength automatic detection of software vulnerabilities, through years of cutting edge research and the unwavering dedication to craftsmanship. Our flagship product, Pinpoint, can be seamlessly integrated into the workflows of software development and testing processes. It thoroughly and automatically analyzes software systems to find and to manage hundreds of common and critical software vulnerabilities. Furthermore, it also provides stepwise interpretations of how each vulnerability is triggered. Employing Al-based logical inference, the detection capability and its accuracy put Pinpoint in a leading position compared to the leading competitors in the market. In just a few months since its release, Pinpoint has been quickly and well accepted by customers, including leading Internet content providers, consumer electronics manufacturers, companies that use smart manufacturing, and authoritative software evaluation agencies. Started in China, Sourcebrella's ambition is to reach out to the global market, in addition to Chinese software vendors, with the perpetual endeavour to achieve excellence in both our products and services and the continued commitment to software quality and safety.",-,TSSSU/HKUST/18/09,UST,2018,Information and Communication Technologies,0,0,0,4,3,1,0,0,0,,0,0
216,Without Limited,0.15,"VOID is a mental health service device which has been established by a certified clinical hypnotherapist since 2015. Designed based on the theory and principle of meditation, hypnosis and psychotherapy. It is an IoT integrated and self-helping application to let people have mental health service at anywhere and anytime even in just 10 minutes.",-,TSSSU/HKUST/18/10,UST,2018,Information and Communication Technologies,1,0,0,4,0,0,3,0,1,2,0,0
217,WEXTECH HK LIMITED,0.35,"WEXTECH HK LIMITED (WTHK) is a year-old start-up which invents wearable technologies for making and learning music using movement and gestures. We integrate the data from motion and pressure sensors in a way which allows users to trigger and manipulate sounds through means of natural and even predefined gestures. Combined with our immersive mobile applications, users have the ability to compose, record, share, and develop their own sounds and when combined, music.
 
 Our main product, GripBeats®, is a device focussed on the artistic combination of wearable technology and body percussion, a means of making music through certain predefined percussive and virtual gestures. The concept of making music virtually is relatively undeveloped, particularly in the field of percussion, so we refer to GripBeats® as an entirely new musical instrument.",-,TSSSU/HKUST/18/11,UST,2018,Electronics,1,0,0,4,0,0,2,2,0,,0,1
218,AUISET Biotechnology Company Limited,0.6,"AUISET is Hong Kong biotechnology company dedicated to the development of a non-invasive hormone monitoring system which allow people to track their hormone levels at every phase of their life so as to better know their body condition. We specifically strive to provide a full solution to address infertility problems. Using our patented and advanced technology, we are developing a SMART fertility tracking system which allows women to self-monitor their hormone levels with high reliability and accuracy. We have a strong multidisciplinary team in the area of science, engineering, quality assurance and manufacturing to overcome challenges ranging from research to commercialization and bring innovation to health care.","HKSTP- Room 8, Unit 602, HDIH, 6/F, Core Building 1E, Hong Kong Science Park, Shatin, N.T., HK",TSSSU/HKUST/19/01,UST,2019,Biotechnology,1,0,0,6,5,1,0,0,0,6,0,1
219,Dayta AI Limited,0.4,"Dayta grow businesses with AI as an affordable third-party plug-in product so they can use it without experts and maintenance. Established in 2018, we aim to cater the starvation of Al solutions, by providing tailor-made Al implementation services and standardized AI algorithms as products. Our vision is to create value-adding intelligence for businesses with lowered entry barriers, empowering them with the power of machine learning at ease. 
 
 Dayta adopts a dual core business model to fully capture the opportunities AI could bring to businesses. The first core business model is to provide AI infrastructure and algorithms building services. We provide our service as a product to startups, SMEs and large enterprises. Dayta tailor-made Al engines under the clients' requirement as a service. 
 
 The second core business is to transform our algorithms from the first business model into standardized products, utilizing the intelligence and domain knowledge bred from our gained experience. These products are carefully chosen based on their potential value and market size, and will be built into a SAAS which then provides huge scalability to our businesses.","716C, 7/F, Enterprise Place, 5 Science Park West Avenue, Hong Kong Science Park, Shatin, N.T",TSSSU/HKUST/19/02,UST,2019,Information and Communication Technologies,1,1,0,6,4,0,0,0,2,15,0,1
220,D-Engraver Limited,0.4,"D-Engraver Limited is a company that focuses on blockchain data storage technology. We use the decentralization of the property blockchain and our original encryption strategy to make data authentic, non-destructive and confidential. Any data are stored in our blockchain database cannot be tampered or removed and can only be read by people with view access. Through our services, users can store sensitive and potentially controversial data in our database, then take it out at any time as evidence of notarization. In addition, because our blockchain database is deployed on the Internet, users can use the mobile application we provide to check their data anytime and anywhere. With such technical support, we hope to create a world which does not have a crisis of trust while protecting commercial privacy.","22/F, 3 Lockhart Road, Wan Chai",TSSSU/HKUST/19/03,UST,2019,Information and Communication Technologies,1,1,0,4,1,1,2,0,0,2,0,0
221,DIRECT DRIVE TECHNOLOGY LIMITED,0.9,"DDJ products have started to explore the market. 
 
 Joint technology has made progress with a total of four iterations to form the current M15-EVA model wheeled robot joint products. We have received an initial customer order, which is subject to sample delivery, testing, and small batch inspection to form a breakeven order.
 
 The joint project revenue was zero last year. As of November 7th, the actual order was signed at 50,000. There is another 2 million potential order. We have developed 8 customers, 3 are in the stage of actual communication, 1 order was signed.
 
 The cumulative investment of the shareholders exceeded 500,000, and the Dongguan production base was established, covering an area of more than 100 square meters. There are 5 full-time employees in Dongguan.
 
 In addition to this, the project has won a variety of awards and some gold awards.
 At present, the company's valuation is about 40 million yuan.","Unit 983, 19W, Hong Kong Science Park",TSSSU/HKUST/19/04,UST,2019,Advanced Manufacturing/Process Development,0,0,0,7,2,0,0,2,3,3,0,1
222,eFlexPV Limited,1.2,"The research and development, technical consulting, wholesale, import and export of Organic solar photovoltaic materials and products, and other related supporting business.","Hang Seng Causeway Bay,BLDG, 28 Yee Wo Street, Causeway Bay, Hong Kong",TSSSU/HKUST/19/05,UST,2019,Nanotechnology and Materials Science,0,0,0,5,3,1,0,0,1,,0,1
223,ETH Smart Contract Tech Ecosystem Limited,0.4,"300cubits (the brand name) was founded in Hong Kong in 2017 by two founders, Johnson Leung and Jonathan Lee, with a combined 50 years’ relevant managerial experience in finance, shipping and technology. 300cubits has launched a blockchain based ecosystem in Jul-2018. The largest container liners in hte world have tried the first module of 300cubits' ecosystem. 300cubits is currently developing addition module leveraged on its knowledge in shipping and blockchain development know-how. 300cubits has been selected by Dubai Future Foundation sponsored by Etisalat in Dubai; Plug and Play Tech Centre in Silicon Valley and Cyberport in Hong Kong to take part in their respective incubation program. Members of 300cubits' advisory board are senior veterans from private equity, container shipping industry and the chair professor of business school of the HKUST. 300cubits' mission is to generate value through use of technologies to tackle the pain points in the shipping industry.","Room 48, Level 5, Core F, Cyberport 3, Cyberport, HK",TSSSU/HKUST/19/06,UST,2019,Logistics and Supply Chain Management,1,0,0,2,2,0,0,0,0,2,0,0
224,Hongkong Oasis Future Technology Development Company Limited,0.4,"Based on the self-developed blockchain infrastructure, we build up a convenient public blockchain infrastructure, and provide various industries with a high scalable and secure blockchain as a service (Baas) platform and customized industrial solutions. 
 
 1 Cross-border Commercial Data Exchange Platform 
 Providing a safe & privacy preserving data exchange platform for cross-border commercials
 
 2 Supply Chain Financing 
 Utilizing the distributed characteristics of block chain to transform the credit selling behavior of traditional enterprises in the process of trade into a kind of divisible, transferable, maturing and financing block chain accounting voucher by using block chain technology. 
 
 3 Supply Chain Tracing
 Providing supply chain tracing services for manufacturing enterprises/creators, warehousing enterprises, logistics enterprises, distributors at all levels, retailers, e-commerce and consumers. And building a high-quality brand ecological chain: products can be traced and assisted in both directions. 
 
 4 Digital Asset Platform 
 Supporting the registration and circulation of digital assets by institutions/individuals, and realizing the publicity of asset registration, which is conducive to the confirmation and tracing of digital assets, and effectively preventing asset disputes. 
 
 5 Notarization & Notice Platform 
 Providing access and disclosure services for charitable organizations, government agencies, property companies, etc.","Rm 517, New City Centre, 2 Lei Yue Mun Road, Kwun Tong, Kowloon, Hong Kong",TSSSU/HKUST/19/07,UST,2019,Information and Communication Technologies,1,0,0,5,0,1,0,2,2,,0,0
225,Horizon Biochip Limited,1.1,"Horizon Biochip Limited focuses in applying biochip technologies to different biotechnological applications. It is registered in Aug 2018. Its first product, “CryoChip”, automates the process of preserving the human eggs and embryos by vitrification in In-Vitro Fertilization (IVF) medical procedure. Through automation, the complicated human eggs and embryo vitrification procedures can be standardized, eliminating the performance fluctuation in conventional manual operation.","Unit 617, 6/F, 11W, Biotechnology Centre 2, Phase 2 , HKSTP, Tai Po",TSSSU/HKUST/19/08,UST,2019,Biotechnology,1,0,0,2,2,0,0,0,0,1,1,1
226,Levolution Technology Limited,1.2,"Levolution Technology Ltd. is a start-up company aiming at providing intelligent design services for Additive Manufacturing. The main product is an online generative design platform, ECLIBSE™, enabled by patented topology optimization technologies with fully automated workflow. Based on the platform, we help the designers from medical, automotive and aerospace industries to advance their product design with innovation.","Unit 615, 6/F, Building 19W, No. 19 Science Park West Avenue, Hong Kong Science Park, Pak Shek Kok, N. T., Hong Kong",TSSSU/HKUST/19/09,UST,2019,Advanced Manufacturing/Process Development,0,0,0,8,1,1,0,2,4,,0,1
227,Lisee Technology Corporation Company Limited,0.3,"Lisee is a technology company dedicated to indoor navigation. It was founded in 2018 by a PhD student and a professor from Robotics Institute, HKUST. We aim to provide cost-effective and highly accurate indoor navigation solutions for mobile agents (i.e., service robots and smartphone applications) across complex indoor venues, by the integration of robot perception and visible light communication (VLC) techniques in the state-of-the-art. Our technology is built upon our accumulated research experiences and outcomes in robotics and VLC-based localization during the last 10 years. Our vision is to create a cost-effective and easily scalable indoor navigation solution that can make every mobile agent location aware in modern buildings, with guaranteed accuracy, latency, and energy efficiency.","9/F, Amtel Bldg, 148 Des Voeux Rd Central, Central, Hong Kong",TSSSU/HKUST/19/10,UST,2019,Advanced Manufacturing/Process Development,1,0,0,5,1,1,0,2,1,,0,0
228,Ocean Science (Hong Kong) Limited,0.2,"Develop and produce some functional coatings such as: Varnish coating for submarine pipelines and offshore oil drilling, yellow primer coating for the hull surface, light-colored coating for wall paint.","204 Room, 2/F, Sunray Industrial Centre, Yau Tong, Hong Kong",TSSSU/HKUST/19/11,UST,2019,Biotechnology,0,0,0,4,2,1,0,0,1,,0,1
229,Sinocore Biotechnology Limited,0.5,"Sinocore Biotechnology Limited is a high-tech Hong Kong company. For 10 years of R&D, Sinocore's team has developed the only environmental friendly flocculant on the market that allows sludge produced to be fermentable, in order to solve the legal risk of disposal of unfermentable PAM sludge. 100 tons of this flocculant has been accumulatively sold. As the cities' populations and densities increase, the amount of large-scale high-density farms increase because of the expanding demands for food. 
 
 Extremely large amount of animal excretion can no longer solved by traditional decomposition process. Complete sewage treatment systems are required to treat the sewage containing animal excretion. One of the crucial parts of the treatment is the solid-liquid separation process. Sinocore's novel cross-linked flocculant product can seamlessly replace currently used PAM flocculants, extracting the suspended solid from sewage (sludge) in a high-porosity manner. Reducing fermentation time from 10 years to 20-30 days, the sludge can be converted into organic fertilizer with high economic value and ecological value.","Unit 12, 21/F, Wayson Commercial Building, No. 28, Connaught Road West, Sheung Wan, HK",TSSSU/HKUST/19/12,UST,2019,Environmental Protection,0,0,0,4,3,0,0,0,1,,0,0
230,SPES Tech Limited,1.2,"SPES Tech is a Hong Kong biotechnology startup dedicated to leverage protein and genetic engineering techniques in the development of new biomaterials for research and clinical applications. The company is founded by a HKUST research team with members across the disciplines of chemistry, life science and engineering. Established in Jan. 2019, it has been selected into the Merck China Acceleration Progamme and the HKSTP Incu-Bio Programme respectively.","Room1608, 16/F, APEC PLAZA, 49 Hoi Yuen Road, Kwun Tong, HK",TSSSU/HKUST/19/13,UST,2019,Biotechnology,1,0,0,5,3,1,0,1,0,,0,1
231,Centauri Optics Limited,0.8,"The control of epidemics in both animals and humans is of urgent importance, particularly in rapidly developing countries such as China. With an ever-increasing global connectivity, large-scale epidemics - Ebola, African swine flu, SARS, MERS, and Zika, to name a few – have seen spreading beyond natural geographical bounds. However, the expense of professional testing equipment and lack of expertise particularly in developing areas makes it impossible to immediately and accurately screen everything we eat or touch for pathogens. 
 
 Our team is building a system that aims to be more accurate and portable than the current on-field microscopy techniques. Drawing from our experience with fluorescence technology, we have invented the portable fluorescent microscope with embedded automation and AI image recognition technology, enabling rapid screening for pathogens. Moreover, our system has the potential to further extend into other large business sectors such as luxury product anti-counterfeit detection and jewelry verification.","Flat B01C, 6/F, Lee Chung industrial building, No.7 Tsat po street, No11 Pat tat street, Kowloon",TSSSU/HKUST/20/01,UST,2020,Biotechnology,1,1,0,4,1,1,0,1,1,,0,1
232,Deltron Intelligence Technology Holdings Limited,0.8,"Deltron developed a spectrum sensor which allows efficient segregation of fruits according to their external(appearance, color) and internal quality(sweetness level, water proportion, and etc) in a non-invasive way. Before that, we cannot know the quality of fruit unless we taste it. As for upstream customers, we provide them a fruit sorting machine that can sort fruit according to their standard. As for retailers, we provide them a portable device that can detect fruit’s quality without destroying the fruit. Through our products and services, we can facilitate the standardization and productivity in China. Our mission is to industrialize agricultural products through our product.","Unit 902, 9/F., Building 19W, No. 19 Science Park West Avenue, Hong Kong Science Park, Pak Shek Kok, N.T., Hong Kong.",TSSSU/HKUST/20/02,UST,2020,Electronics,1,0,0,5,0,0,4,1,0,,0,1
233,Gabi Education Limited,0.4,We adpot deep learning technology to enhance students' languages learning.,"RM 516, 19W, Science Park West Avenue, NT, HK",TSSSU/HKUST/20/03,UST,2020,Other,1,1,0,4,0,0,1,2,1,,0,1
234,iPV Limited,0.8,iPV Limited is an advanced material company (based in Hong Kong) focusing on conductive ink and material manufacturing. Our R&D team works with one of the first tier universities in Hong Kong. Our mission is to offer advanced and high-performance conductive ink to global customers.,"Room 3614, 3/F, HKUST, Clearwater bay, HK",TSSSU/HKUST/20/04,UST,2020,Nanotechnology and Materials Science,1,0,0,5,3,1,0,0,1,,0,1
235,LICOOL MATERIALS TECH LIMITED,0.8,"LiCool materials tech Ltd involves in the product development of lightweight hybrid composite for EV (electric vehicle) battery casing or enclosure with an enhanced impact resistance with fabrication of cutting edge technology. On top of it, passive cooling with advanced nanoenahced PCM (phase change material) is adopted which is first of its kind in EV battery cooling system. The firm will work on finding the right material, finding the cost-effective method to design and support the EV industry with advanced battery casing along with the passive cooling system supporting battery thermal management system. This eventually improves safety, reduces the weight and improves the endurance of the EV vehicles. In simple words, we provide a solution for a long term threat in the EV industry.",-,TSSSU/HKUST/20/05,UST,2020,Automotive Parts and Accessories,1,0,0,0,0,0,0,0,0,,0,0
236,PERSPECTIVAR TECHNOLOGY INTERNATIONAL LIMITED,0.5,"Founded in 2019, Perspectivar Technology is dedicated to providing cloud-based services and solving the information extraction problems due to the massive production of video. Our mission is to increase the efficiency of users browsing videos and get useful information from them. The company has a strong technical team with an average of more than 10 years of development experience.
 
 Perspectivar Argus was designed to address a growing problem that technology creates: how to find insightful information in a world of ever-increasing volume of videos. The project uses artificial intelligence and natural language processing technologies to provide video analysis services for individuals and businesses. We help to quickly extract all the valid information from the integrated video, and convert it into text format.",-,TSSSU/HKUST/20/06,UST,2020,Information and Communication Technologies,1,0,0,6,3,0,0,0,3,,0,1
237,Raysolve Technology Company Limited,0.8,"Raysolve Technology is a semiconductor company focusing on the design, research and manufacturing of world-class micro-LED micro-display chips. As a fab-less company, we have our proprietary monolithic fabrication technology and know-how in our high brightness micro-LED micro-display with world class high pixel density (pixel per inch) and fine pixel size. By avoiding the mass transfer of micro-LED pixel array from one substrate to driving circuit via low efficiency mechanical pick and place, we are able to manufacture high quality micro-display chips in high-yield, through our dedicated wafer level processing technology. It is expected that our micro-LED micro-displays can directly replace existing low efficiency and low brightness micro-OLED, LCOS and DLP in the market of augmented reality (AR), head-up display (HUD), head-mount display (HMD) and also military applications. For industrial application, micro-LED micro-display can be applied in maskless lithography and 3D printing, etc.",-,TSSSU/HKUST/20/07,UST,2020,Advanced Manufacturing/Process Development,1,0,0,7,4,1,0,0,2,,0,1
238,SOCIF LIMITED,0.5,"SOCIF is a technology start-up specialised in providing smart mobility IoT solutions for corporates. We aim at redefining the passenger transit experience for cities. Our primary market lies in the fields of logistics and transportation in Hong Kong and the Asia Pacific regions. Our clients range from property developers, global fashion brands, tertiary institute to fleet operators. Currently, SOCIF is under the incubation of the Hong Kong Science and Technology Park and the acceleration program of New World Development Group.
 
 SOCIF provides diversified smart mobility IoT solutions. For examples, we provide the Estimated Time of Arrival (ETA) service and Seat Vacancy Detection (SVD) service for the passenger transit vehicles. The passengers and operators can acquire massive valuable real- time transit and traffic data. We also provide solutions such as driving behaviour analysis & CO2 emission tracking.","Unit 939, Building 19W, No. 19 Science Park West Avenue, Hong Kong Science Park, Pak Shek Kok, N.T., Hong Kong",TSSSU/HKUST/20/08,UST,2020,Information and Communication Technologies,1,1,0,4,3,0,0,0,1,4,0,1
239,SYNCORD 3D TECHNOLOGY LIMITED,0.8,"SyNCord’s mission is to be a pioneering 3D printing technology company which revolutionize 3D printing industry. SyNCord’s technology enables 3D printers to produce products from the concept to its completion. We aim to bring the next Generation of 3D printers in the near future that improves the quality of production while minimizing human factors, thus bridging the gaps in current Industry 4.0 paradigm.","Room 3, Unit B, 12/F, Wing Chai Industrial Building, 27-29 Ng Fong St, San Po Kong",TSSSU/HKUST/20/09,UST,2020,Advanced Manufacturing/Process Development,1,0,0,6,3,1,0,2,0,,0,1
240,I Pet Interactive Technology (HK) Company Limited,0.1,"I Pet Interactive Technology (HK) Co., Limited. Utilizes Smart-Pet products to improve the interaction between people and pets allowing them to truly take care of their pets, reduce pet abandonment and enjoy raising their pets. In order to dominate the market, the company's strategy is to integrate hardware and software O2O model for the pet industry by providing diversified and high-quality services to dog owners.
 
 Hardware development and promotion focus on resolving the issues of current pet owners. The biggest issue today is feeding issue and defecating for the pets. The company utilizes the society as reference encapsulating the environment, behavior analysis and the interaction between people and pets to create a new high-tech platform. The company's main research and development of products are: Pet Tower, allowing convenience for the user to alter settings, it can also allow interaction between the users and pets. Some other devices are under developing which allows to take variety measurement during the usage. All products will provide measurable data, through cloud storage to store important information into the background operation system. When necessary, it will provide information back to the owner to assist in resolving the pet's situation, providing a one-stop support and resolution.","719C, Enterprise Place, No.5 Science Park West Avenue, Hong Kong Science Park.",TSSSU/PolyU/15/01,Poly,2015,Information and Communication Technologies,0,0,0,2,2,0,0,0,0,,0,0
241,Holumino Limited,0.6,"Spincle is a mobile application to capture 360-video by spinning your smartphone in a circle. The content is in stereoscopic 3D in virtual reality.
 
 Traditional way to capture 360-video requires multiple cameras. Spincle allows user to capture 360-video by spinning of smartphone. Spincle proceeds real-time stitching to combine images and videos to form a 360-video. Users can share their 360-video to social media and instant messengers in Spincle app.","Unit 502, Enterprise Place, Hong Kong Science Park, Shatin",TSSSU/PolyU/15/02,Poly,2015,Information and Communication Technologies,1,1,0,3,2,0,0,0,1,,0,0
242,Acoustics Innovation Limited,0.1,"Acoustics Innovation (AI) conducts R&D, sales and marketing of noise control products with strong emphasis on user friendliness. It is situated in HK Science Park.
 
 SilentUP Retractable Noise Barrier is the flagship product of AI. It is a 10m high (max) lightweight noise barrier without ground foundation. It can be installed and uninstalled by people without any machine even at nighttime. It can provide >23 dB(A) (max) noise insulation for white noise source playback. Various patented technologies (in HK, China, Europe, USA, Singapore, Australia, New Zealand and Malaysia) have been developed and implemented in the design which makes SilentUP proprietary to AI.
 
 By using SilentUP, construction companies can achieve necessary criteria for the grant of Construction Noise Permit (CNP) as stipulated in Technical Memorandum on Noise from Construction Work Other Than Percussive Piling published by the Environmental Protection Department (EPD) of Hong Kong. With a valid CNP, construction companies can continue to work at night. SilentUP is the only retractable noise barrier in the world with such characteristics.
 
 AI's clients include Leighton Asia, Tysan Group, Chun Wo Construction, etc. Most recently, AI's products have been widely used in Sha Tin Central Link project.","Unit 601, 6/F, Block A, Sha Tin Industrial Centre, Sha Tin",TSSSU/PolyU/15/03,Poly,2015,Environmental Protection,1,0,1,2,2,0,0,0,0,,1,0
243,PlusD Technology Limited,0.1,"PlusD Technology Limited is a high-technology based start-up company specialized in the field of three-dimensional (3D) technology. PlusD aimed to develop high performance commercial smart 3D camera & 3D projector and provide individualize, customize 3D industrial metrology solution for different kinds of industries according to the various demands.","Unit 210C, 2/F, Enterprise Place, No. 5 Science Park West Avenue, Shatin, N.T., Hong Kong",TSSSU/PolyU/15/04,Poly,2015,Information and Communication Technologies,1,0,1,1,0,0,0,0,1,,1,1
244,Cognix Limited,0.1,"Founded in November 2014, Cognix is fast growing start-up in techno-healthcare industry. The company is formed by a group of high calibre talents working in interdisciplinary field of information technology, biomedical science and health informatics. The team holds strong R&D capability in fusion cutting edge technology, and close collaboration with research institutes and social organisations. Our vision is dedicated to providing innovative cognitive assessment, monitoring and improvement solutions, and contributing the community in which we work and live and the society on which we depend.","Unit 542, 5/F, Enterprise Place, Hong Kong Science Park, Shatin, Hong Kong",TSSSU/PolyU/15/07,Poly,2015,Information and Communication Technologies,1,0,1,1,1,0,0,0,0,,1,0
245,Zunosaki Limited,0.1,Develop a sleep aid device,"Flat 106B, 5W, HKSTP, N.T.",TSSSU/PolyU/15/08,Poly,2015,Electronics,1,,,3,1,0,0,0,2,5,0,0
246,Dr Coach Education Technology Limited,0.1,"Dr Coach is an online homework tutoring platform. The platform assists students to learn from doing homework. It helps students to understand from mistakes. The platform encourages students raising questions. Also, it provides supplementary exercises to all students. Dr Coach's mobile app assists parents coaching their child. Parents may access the real-time homework progress report and past performance. Parents are able to use the ""visible hand"" to help the students if needed.","Unit 308-313, 3/F, Enterprise Place No. 5 Science Park West Avenue, HK",TSSSU/PolyU/15/09,Poly,2015,Information and Communication Technologies,1,0,1,6,0,0,3,0,3,,0,0
247,Inno Frontage Limited,0.1,"aTTempspace adds value to properties and optimizes the use of temporarily vacant spaces by: 
 
 Speeding up leasing and selling of commercial properties 
 Through our app, with built-in chat function, we speed up the leasing / selling of property by providing just-in-time and on-the-spot information to potential buyers / tenants who come across the properties on streets or on website, and connect them to chat directly with the landlord or their agents. 
 
 Drawing good online and offline traffic to commercial vacant spaces. 
 Through our crowd-sourcing online platform, we create interesting themes that attract targeted customers and then pop these events up at vacant commercial spaces, by which the vacant properties not only enjoy good foot traffic and attention, but also potentially collect short term revenue during the period of vacancy. 
 
 Cross-selling and cost-sharing in thematic pop-up events 
 Through our curation, quality brands are gathered to pop up on specific themes at the same time, which draws tremendous public interest and attention. This not only promotes cross-selling between brands, but share the cost in renting the spaces and running the events.","Unit 202, 2/F, 532-538 Queen 's Road West, Hong Kong",TSSSU/PolyU/15/10,Poly,2015,Information and Communication Technologies,1,0,0,3,0,0,0,0,3,,0,0
248,Advwhere Limited,0.1,"Advwhere optimizes ""Return on Influence"" with unique social media analytics.","107A, 1/F, Enterprise Place, Hong Kong Science Parks, 5 Science Park Avenue, HK",TSSSU/PolyU/15/11,Poly,2015,Information and Communication Technologies,1,0,0,3,2,0,1,0,0,15,0,0
249,Superluminal Technology Limited,0.1,"ESUZ is to provide the largest and the top after-sale service for intelligent products in China. Its mission is to perfectly combine the intelligent products with the consumers' life. The upscale smartphone users are the target market of this project, aiming to create one of the most professional platform for repairing smartphones, second-hand smartphones buying and selling, and purchasing oversea smartphones. We provide lots of support to repair stores to attract franchising from them.","Flat A, 4/F, Superluck Ind. Centre, Phase 1, 45 -53 Sha Tsui Road, Tsuen Wan, Hong Kong",TSSSU/PolyU/15/12,Poly,2015,Information and Communication Technologies,1,0,0,3,0,0,0,0,3,,0,0
250,Amazing Trace Technologies Limited,0.1,"Amazing Trace is a mobile app for travellers in Hong Kong. For Phase 1, the app offers travellers a gamified experience by allowing tourists to leave digital footprints for their friends and others to follow. It allows them to ""navigate, create and authenticate"" their travel experience in Hong Kong. 
 
 For Phase 2, the app will be integrated with beacon features that triggers push messages on the users' mobile phones and broadcasts promotions and information on city landmarks while the travellers roam around the city. 
 
 For Phase 3, the app and beacon feature will be integrated on an interactive website to capture the entire user experience on a digital media platform.","Unit 308-313, 3F, Enterprise Place, No. 5 Science Park West Avenue, Hong Kong Science Park, Shatin , New Territories",TSSSU/PolyU/15/13,Poly,2015,Information and Communication Technologies,0,0,0,1,1,0,0,0,0,,0,0
251,Control Free Limited,0.1,"Control Free is not only a Home Automation App that connects all your smart devices. It is a Cloud-based Automation System that works for your whole home and even for more complicated commercial environment. It lets you control everything in one App and setup in no time. Our system is able to integrate with home-use smart devices and also professional commercial machines. For non-smart devices, our tiny wireless Infrared controller is there to bring them alive to the cloud - with just 3 steps. Add more value to devices by interacting with them and between them. No expensive hardware, no complicated installations, no technical programming. From switching on a light, setting up your home cinema theater to office energy saving control and monitoring, it is all your call. Let your home and business work for you, in your way.","Unit 112, l/F, IC Development Centre, No.6 Science Park West Avenue, Hong Kong Science Park, Shatin, N.T., HK",TSSSU/PolyU/15/14,Poly,2015,Electronics,1,1,0,3,1,0,1,0,1,,0,0
252,Creazine Limited,0.1,"We focus on product display mobile application and services, which linking social network and E-business-Market Network. Creazine is a social networking market place where participants can easily create a 360-degree product display with the mobile app harnessing the smart phone's camera and gravity sensor.","Flat F, 14/F, Gillies Mansion, 37 Gillies Ave South, Hung Hom, Kowloon, HongKong",TSSSU/PolyU/15/15,Poly,2015,Information and Communication Technologies,1,1,0,8,0,0,0,0,8,,0,0
253,Parallax Technologies Limited,0.1,"Parallax Technologies Limited (""Parallax""), a member of the HK Science & Technology Parks Corporation, provides mass marketable and affordable virtuality reality (""VR"") and augmented reality marketing solutions to the real estate sector. Our innovative offerings allow stakeholders from architects, interior designers, developers, agents to end users to immerse in and experience the unbuilt environment. 
 
 Our captive and interactive virtual reality walk-through experience gives user an unforgeable sense of presence and is accessible any time anywhere. We add innovative value on top of existing marketing campaigns and promotions to generate exponential return to stakeholders. 
 
 Founded in September 2015 and headquartered at Hong Kong Science Park, Parallax currently has a team of six. Management team is made up of subject experts from investment banker, serial entrepreneur to adjunct professors in design and programming.","Unit 510, Enterprise Place, 5 Scicnce Park West Avenue, Shatin, New Territories, Hong Kong",TSSSU/PolyU/15/16,Poly,2015,Information and Communication Technologies,1,1,0,3,2,0,0,0,1,,0,0
254,Phi Info (Hong Kong) Limited,0.1,"UGuide, a university student's matching system across Hong Kong, a gateway of the abundant university life. One Card, new concept of smart wallet, a portal of various kind of consuming activities. One Card as an accelerator of new technology, via tailor made plans of O2O ecommerce solution.","Unit 308-313, 3/F, Enterprise Place No. 5 Science Park West Avenue, Hong Kong Science Park, Shatin, N.T., HK",TSSSU/PolyU/15/18,Poly,2015,Information and Communication Technologies,1,1,0,3,0,0,2,0,1,,0,0
255,R-Guardian Limited,0.1,"R-Guardian targets the market of internet of things of personal belongings. It provides a number of features including anti-lost, anti-counterfeiting, product usage analysis and advertising channel.",-,TSSSU/PolyU/15/19,Poly,2015,Electronics,1,1,0,3,0,0,3,0,0,,0,1
256,Jobdoh Limited,1.5,JOBDOH is a smart and on-demand hiring platform for temporary and short term workers in Hong Kong.,-,TSSSU/PolyU/15/20,Poly,2015,Information and Communication Technologies,0,0,0,2,1,0,0,0,1,,0,0
257,Alps Robot Limited,0.1,"Research and Develop mobile Hexapod robot and robot localization system for construction site use, application relevant robot arm loaded on the hexapod platform to laid tile.",-,TSSSU/PolyU/16/01,Poly,2016,Other,1,0,1,2,0,0,0,1,1,,1,0
258,dEYEy InnoTech Limited,0.1,"dEYEy.com provides an innovative way for cloud business card creation, coupled with a personalized Photo QR Code. It provides more advantages over traditional paper name cards --- easy exchange, supporting dynamic contents and environmentally friendly. In addition, Photo QR Code also supports URL redirection and dynamic information embedment. User-generated contents construct a worldwide community for business network sharing, creating an ecosystem for big-data collection and sharing.","Unit 308-313, 3/F, Enterprise Place, No.5 Science Park West Avenue, Hong Kong Science Park, Shatin, N.T.",TSSSU/PolyU/16/02,Poly,2016,Information and Communication Technologies,1,0,0,2,2,0,0,0,0,,0,0
