id,nearc2,nearc4,nearc4a,nearc4b,educ,age,south,famed,black,smsa,wage76,wage78,wage80,kww,iq,lwage76,lwage78,lwage80
4031,1,0,0,0,12,33,0,8,0,0,351,327,385,33,93,5.860786223,5.789960171,5.953243334
4033,0,0,0,0,12,29,0,8,0,1,775,NA,NA,40,92,6.652863029,NA,NA
4034,0,0,0,0,12,26,0,8,0,1,700,NA,NA,35,124,6.551080335,NA,NA
4035,0,0,0,0,12,28,1,6,0,0,NA,NA,630,37,88,NA,NA,6.445719819
4036,0,0,0,0,16,26,0,3,0,0,592,737,900,39,119,6.383506635,6.602587892,6.802394763
4037,0,0,0,0,12,24,0,8,0,0,740,NA,NA,25,NA,6.606650186,NA,NA
4039,0,0,0,0,12,27,0,8,0,0,533,772,881,34,96,6.278521424,6.64898455,6.781057626
4040,0,0,0,0,16,25,0,1,0,1,417,667,962,32,110,6.033086222,6.502790046,6.869014451
4041,0,0,0,0,18,34,0,3,0,1,1394,1603,1709,40,118,7.239932591,7.379632153,7.443663683
4042,0,0,0,0,12,33,0,8,0,0,NA,1092,1260,39,79,NA,6.995766156,7.138867
4043,0,0,0,0,12,34,0,8,0,0,548,635,751,42,96,6.306275287,6.453624999,6.621405652
4044,0,1,1,0,11,24,0,6,0,0,657,802,1096,27,80,6.487684018,6.687108608,6.999422468
4046,0,1,1,0,12,25,0,6,0,0,572,550,700,39,NA,6.349138991,6.309918278,6.551080335
4047,0,1,1,0,13,29,0,4,0,0,624,722,1002,36,137,6.436150368,6.582025139,6.909753282
4048,0,1,1,0,16,31,0,2,0,1,442,710,959,38,113,6.091309882,6.56526497,6.865891075
4050,0,1,1,0,15,27,0,3,0,0,577,702,841,41,93,6.357842267,6.553933404,6.73459166
4051,0,1,1,0,13,27,0,3,0,0,540,606,735,34,93,6.29156914,6.406879986,6.599870499
4052,0,1,1,0,15,30,0,6,0,0,841,971,1154,42,116,6.73459166,6.878326468,7.050989447
4053,0,1,1,0,18,28,0,1,0,0,NA,NA,NA,48,97,NA,NA,NA
4061,1,0,0,0,14,29,0,9,0,1,724,962,1097,34,106,6.584791392,6.869014451,7.00033446
4063,1,0,0,0,13,26,0,8,0,1,557,577,962,22,NA,6.32256524,6.357842267,6.869014451
4064,1,0,0,0,13,24,0,9,0,0,334,445,565,14,NA,5.811140993,6.098074282,6.336825731
4065,1,0,0,0,16,33,0,6,0,0,NA,NA,NA,38,96,NA,NA,NA
4066,1,0,0,0,15,24,0,6,0,1,510,769,NA,33,NA,6.234410726,6.64509097,NA
4067,1,0,0,0,12,31,0,6,0,1,577,938,1000,31,69,6.357842267,6.843749949,6.907755279
4068,1,0,0,0,7,31,0,8,0,0,NA,NA,NA,28,NA,NA,NA,NA
4074,1,0,0,0,12,29,0,8,0,1,511,1400,1250,36,78,6.23636959,7.244227516,7.13089883
4078,0,1,0,1,15,25,0,8,0,1,311,721,1058,28,87,5.739792912,6.580639137,6.964135612
4079,0,1,0,1,12,34,0,8,0,1,577,714,858,41,99,6.357842267,6.570882962,6.754604099
4080,0,1,0,1,13,27,0,1,0,1,NA,NA,NA,38,124,NA,NA,NA
4081,0,1,0,1,12,34,0,4,0,1,670,889,1010,40,NA,6.507277712,6.790097236,6.91770561
4082,0,1,0,1,12,27,0,2,0,1,631,747,1211,33,92,6.447305863,6.616065185,7.099201744
4083,0,1,0,1,16,25,0,2,0,1,666,747,938,23,113,6.501289671,6.616065185,6.843749949
4084,0,1,0,1,18,28,0,3,0,1,NA,NA,NA,42,124,NA,NA,NA
4086,0,1,0,1,17,29,0,1,0,1,NA,1442,1538,38,104,NA,7.273786318,7.33823815
4087,0,1,0,1,14,27,0,3,0,1,400,296,577,38,119,5.991464547,5.690359454,6.357842267
4088,0,1,0,1,12,34,0,3,0,1,NA,NA,NA,37,105,NA,NA,NA
4089,0,1,0,1,11,24,0,6,0,0,220,NA,NA,24,NA,5.393627546,NA,NA
4090,0,1,0,1,12,33,0,7,0,0,NA,NA,NA,42,NA,NA,NA,NA
4091,0,1,0,1,13,30,0,9,0,1,577,794,870,43,NA,6.357842267,6.677083461,6.768493212
4093,0,1,0,1,13,29,0,4,0,1,423,NA,904,29,98,6.047372179,NA,6.80682936
4094,0,1,0,1,16,27,0,1,0,1,647,979,NA,33,99,6.472346295,6.886531643,NA
4095,0,1,0,1,15,28,0,6,0,1,345,485,401,36,NA,5.843544417,6.184148891,5.993961427
4096,0,1,0,1,16,25,0,6,0,1,840,1202,1442,24,112,6.733401892,7.091742115,7.273786318
4097,1,1,1,0,15,25,0,2,0,1,625,693,872,30,115,6.43775165,6.541029999,6.770789424
4098,1,1,1,0,18,34,0,2,0,1,NA,924,NA,44,104,NA,6.828712072,NA
4099,0,1,1,0,16,32,0,6,0,1,NA,NA,1154,45,NA,NA,NA,7.050989447
4100,0,1,1,0,9,30,0,9,0,1,1000,1000,1200,26,96,6.907755279,6.907755279,7.090076836
4101,1,1,0,1,16,31,0,8,0,1,919,1050,1261,41,117,6.823286122,6.956545443,7.139660336
4105,1,1,0,1,12,31,0,8,0,1,730,875,950,38,96,6.593044534,6.774223886,6.856461985
4107,1,1,0,1,12,24,0,7,0,1,448,NA,NA,26,NA,6.104793232,NA,NA
4108,1,1,0,1,12,34,0,8,0,1,NA,NA,NA,41,105,NA,NA,NA
4109,1,1,0,1,14,29,0,3,0,1,483,660,806,44,75,6.180016654,6.492239835,6.692083743
4110,0,1,1,0,14,27,0,7,0,1,NA,552,616,45,104,NA,6.313548046,6.423246964
4111,0,1,1,0,12,25,0,7,0,1,411,333,115,46,108,6.018593214,5.80814249,4.744932128
4112,0,1,1,0,14,30,0,2,0,1,885,1106,1386,46,NA,6.785587645,7.008505182,7.23417718
4114,0,1,1,0,12,33,0,3,0,1,NA,NA,NA,44,NA,NA,NA,NA
4116,0,0,0,0,14,27,0,6,0,1,350,693,513,32,NA,5.857933154,6.541029999,6.240275845
4118,0,0,0,0,16,32,0,6,0,1,NA,NA,NA,37,106,NA,NA,NA
4119,0,0,0,0,16,31,0,2,0,1,NA,897,1001,39,102,NA,6.799055862,6.908754779
4120,0,0,0,0,17,27,0,2,0,0,500,693,673,34,92,6.214608098,6.541029999,6.51174533
4121,0,0,0,0,13,25,0,2,0,1,NA,577,875,25,97,NA,6.357842267,6.774223886
4123,0,0,0,0,15,33,0,1,0,1,733,719,1083,38,95,6.597145702,6.577861358,6.987490247
4124,0,0,0,0,13,30,0,3,0,1,459,527,675,34,88,6.12905021,6.267200549,6.514712691
4125,0,0,0,0,16,28,0,3,0,1,721,841,NA,37,106,6.580639137,6.73459166,NA
4126,0,0,0,0,15,32,0,8,0,1,699,1008,1189,44,95,6.549650742,6.915723449,7.080867897
4127,0,0,0,0,14,30,0,6,0,1,785,876,1058,40,94,6.665683718,6.775366091,6.964135612
4128,0,0,0,0,16,29,0,2,0,1,925,NA,NA,45,105,6.829793738,NA,NA
4129,0,0,0,0,14,26,0,2,0,1,449,600,701,30,115,6.107022888,6.396929655,6.552507887
4130,0,0,0,0,15,24,0,1,0,0,325,289,947,37,117,5.783825182,5.666426688,6.853299093
4131,0,0,0,0,13,32,0,2,0,0,683,800,1375,30,NA,6.52649486,6.684611728,7.22620901
4132,0,0,0,0,16,32,0,1,0,1,522,385,450,45,NA,6.257667588,5.953243334,6.109247583
4133,0,0,0,0,18,28,0,1,0,1,470,598,821,44,93,6.152732695,6.393590754,6.710523109
4134,1,0,0,0,12,34,0,8,0,0,541,577,800,38,115,6.293419279,6.357842267,6.684611728
4135,1,0,0,0,14,29,0,2,0,0,852,NA,625,43,NA,6.747586527,NA,6.43775165
4136,1,0,0,0,12,30,0,6,0,0,400,385,1256,42,NA,5.991464547,5.953243334,7.135687347
4137,1,0,0,0,18,27,0,9,0,0,547,449,370,36,117,6.304448802,6.107022888,5.913503006
4138,1,0,0,0,16,32,0,2,0,0,577,NA,NA,36,98,6.357842267,NA,NA
4139,1,0,0,0,11,24,0,1,0,0,300,NA,NA,31,NA,5.703782475,NA,NA
4141,1,0,0,0,16,32,0,4,0,0,1068,1758,1923,42,105,6.97354302,7.471932078,7.561641746
4142,1,0,0,0,12,32,0,8,0,0,721,701,855,36,109,6.580639137,6.552507887,6.751101469
4146,1,0,0,0,17,31,0,5,0,1,673,NA,673,42,95,6.51174533,NA,6.51174533
4148,1,0,0,0,17,27,0,2,0,1,739,1155,1363,31,120,6.605297921,7.051855623,7.217443432
4149,1,0,0,0,12,26,0,9,0,1,1478,NA,1830,NA,96,7.298445102,NA,7.512071246
4154,1,0,0,0,12,34,0,8,0,1,NA,NA,NA,43,115,NA,NA,NA
4155,1,0,0,0,11,26,0,9,0,1,NA,625,NA,28,83,NA,6.43775165,NA
4156,0,0,0,0,17,27,0,6,0,0,875,781,1250,40,NA,6.774223886,6.66057515,7.13089883
4157,0,0,0,0,12,33,0,6,0,0,900,NA,1000,40,NA,6.802394763,NA,6.907755279
4160,0,0,0,0,12,25,0,5,0,0,NA,NA,NA,28,NA,NA,NA,NA
4162,0,0,0,0,13,31,0,2,0,0,801,NA,346,42,91,6.685860947,NA,5.846438775
4163,0,0,0,0,13,26,0,6,0,0,550,NA,NA,38,109,6.309918278,NA,NA
4164,0,0,0,0,10,34,0,8,0,0,575,462,400,32,NA,6.354370041,6.135564891,5.991464547
4165,0,0,0,0,12,27,0,3,0,0,540,722,864,38,87,6.29156914,6.582025139,6.761572769
4166,0,0,0,0,12,34,0,5,0,0,NA,NA,NA,41,NA,NA,NA,NA
4167,0,0,0,0,16,32,0,1,0,1,790,962,1093,34,110,6.672032945,6.869014451,6.996681488
4168,0,0,0,0,14,28,0,5,0,0,693,726,427,28,97,6.541029999,6.587550015,6.056784013
4169,0,0,0,0,16,26,0,5,0,0,250,816,1025,30,110,5.521460918,6.704414355,6.932447892
4170,0,0,0,0,17,24,0,1,0,1,417,420,NA,35,NA,6.033086222,6.040254711,NA
4171,0,0,0,0,9,32,0,8,0,0,635,751,1120,29,74,6.453624999,6.621405652,7.021083964
4173,0,0,0,0,12,27,0,4,0,0,NA,NA,850,32,109,NA,NA,6.745236349
4175,0,0,0,0,12,27,0,8,0,0,NA,NA,NA,38,NA,NA,NA,NA
4177,0,0,0,0,12,32,0,9,0,1,413,NA,NA,32,95,6.023447593,NA,NA
4180,0,0,0,0,12,28,0,8,0,0,NA,NA,NA,39,NA,NA,NA,NA
4183,0,0,0,0,12,25,0,9,0,0,300,NA,NA,26,97,5.703782475,NA,NA
4184,0,0,0,0,10,33,0,8,0,0,NA,NA,NA,24,NA,NA,NA,NA
4185,0,0,0,0,11,27,0,8,0,0,NA,NA,520,36,NA,NA,NA,6.253828812
4186,0,0,0,0,10,30,0,8,0,0,NA,NA,NA,24,NA,NA,NA,NA
4187,0,0,0,0,17,26,0,1,0,1,567,927,1038,29,NA,6.340359304,6.831953566,6.945051064
4189,0,0,0,0,16,32,0,6,0,0,641,841,1178,39,NA,6.463029457,6.73459166,7.071573364
4190,0,0,0,0,12,26,0,5,0,0,NA,NA,310,37,108,NA,NA,5.736572297
4191,0,0,0,0,13,29,0,9,0,0,356,450,650,34,98,5.874930731,6.109247583,6.476972363
4193,0,0,0,0,12,33,0,9,0,0,400,619,722,39,105,5.991464547,6.428105273,6.582025139
4195,0,0,0,0,12,31,0,3,0,0,413,58,673,21,85,6.023447593,4.060443011,6.51174533
4197,0,0,0,0,12,29,0,7,0,0,NA,NA,NA,39,101,NA,NA,NA
4198,0,0,0,0,14,33,0,5,0,0,531,67,800,42,105,6.274762021,4.204692619,6.684611728
4199,0,0,0,0,16,29,0,5,0,0,635,907,1050,39,122,6.453624999,6.81014245,6.956545443
4200,0,0,0,0,14,27,0,2,0,0,144,NA,422,36,114,4.9698133,NA,6.045005314
4201,0,0,0,0,14,31,0,1,0,0,550,700,NA,36,129,6.309918278,6.551080335,NA
4203,0,0,0,0,12,26,0,8,0,0,NA,NA,NA,40,112,NA,NA,NA
4205,0,0,0,0,12,32,0,8,0,0,486,577,NA,33,100,6.186208624,6.357842267,NA
4207,0,0,0,0,17,31,0,6,0,1,598,693,885,40,108,6.393590754,6.541029999,6.785587645
4210,0,0,0,0,15,26,0,1,0,0,NA,900,NA,33,120,NA,6.802394763,NA
4212,0,0,0,0,14,26,0,4,0,1,462,500,748,26,NA,6.135564891,6.214608098,6.617402978
4213,0,0,0,0,16,26,0,4,0,0,812,980,962,32,NA,6.69950034,6.887552572,6.869014451
4214,0,0,0,0,12,25,0,8,0,0,625,924,1000,22,NA,6.43775165,6.828712072,6.907755279
4215,0,0,0,0,12,31,0,9,0,0,1043,1005,1250,33,NA,6.949856455,6.91274282,7.13089883
4216,0,0,0,0,16,27,0,6,0,1,800,924,800,38,122,6.684611728,6.828712072,6.684611728
4217,0,0,0,0,16,27,0,8,0,1,812,1090,979,36,119,6.69950034,6.993932975,6.886531643
4218,0,0,0,0,17,26,0,8,0,1,433,NA,NA,40,129,6.070737728,NA,NA
4219,0,0,0,0,17,32,0,9,0,0,NA,NA,NA,31,76,NA,NA,NA
4221,0,0,0,0,17,28,0,8,0,1,751,751,1200,32,79,6.621405652,6.621405652,7.090076836
4224,0,0,0,0,14,26,0,6,0,1,294,NA,NA,39,109,5.683579767,NA,NA
4225,0,0,0,0,18,26,1,3,0,0,NA,NA,NA,41,121,NA,NA,NA
4228,0,1,0,1,12,25,0,3,0,1,427,577,664,30,105,6.056784013,6.357842267,6.498282149
4229,0,1,0,1,12,33,0,9,0,1,700,636,1111,47,90,6.551080335,6.455198563,7.01301579
4230,0,1,0,1,16,33,0,9,0,1,NA,840,824,39,86,NA,6.733401892,6.71417053
4232,0,1,0,1,16,25,0,3,0,1,284,NA,500,30,NA,5.648974238,NA,6.214608098
4233,0,1,0,1,14,27,0,1,0,0,542,731,962,28,101,6.295266001,6.59441346,6.869014451
4236,0,1,0,1,15,31,0,2,0,1,NA,NA,NA,25,104,NA,NA,NA
4238,0,1,0,1,12,25,0,3,0,1,480,650,750,35,83,6.173786104,6.476972363,6.620073207
4239,0,1,0,1,16,26,0,1,0,1,378,490,953,32,NA,5.934894196,6.194405391,6.859614904
4240,0,1,0,1,16,30,0,9,0,1,508,656,850,38,111,6.230481448,6.486160789,6.745236349
4241,0,1,0,1,12,25,0,9,0,1,500,675,790,26,NA,6.214608098,6.514712691,6.672032945
4242,0,1,0,1,15,28,0,3,0,1,NA,NA,NA,36,101,NA,NA,NA
4243,0,1,1,0,12,33,0,5,0,1,723,801,1000,42,110,6.583409222,6.685860947,6.907755279
4244,0,1,1,0,12,25,0,1,0,0,220,500,875,32,92,5.393627546,6.214608098,6.774223886
4245,0,1,1,0,15,24,0,9,0,0,NA,692,751,34,NA,NA,6.539585956,6.621405652
4246,0,1,1,0,15,24,0,9,0,0,475,450,1143,22,NA,6.163314804,6.109247583,7.041411664
4247,0,1,1,0,17,29,0,6,0,0,NA,NA,NA,36,108,NA,NA,NA
4248,0,1,1,0,13,26,0,7,0,1,1202,NA,NA,36,113,7.091742115,NA,NA
4249,0,1,1,0,13,24,0,3,0,0,400,411,444,26,115,5.991464547,6.018593214,6.095824562
4250,0,1,1,0,16,29,0,3,0,1,601,711,NA,36,109,6.398594935,6.56667243,NA
4251,0,1,1,0,16,29,0,3,0,0,NA,NA,1202,32,131,NA,NA,7.091742115
4252,0,1,1,0,12,25,0,3,0,0,NA,465,667,32,104,NA,6.142037406,6.502790046
4254,0,1,1,0,12,29,0,5,0,0,481,546,722,35,114,6.17586727,6.302618976,6.582025139
4255,0,1,1,0,16,33,0,6,0,0,700,810,924,39,110,6.551080335,6.697034248,6.828712072
4256,0,1,0,1,12,27,1,7,0,1,769,1000,1178,43,102,6.64509097,6.907755279,7.071573364
4257,0,1,0,1,14,25,1,7,0,1,529,781,NA,34,118,6.270988432,6.66057515,NA
4259,0,1,0,1,15,25,1,3,0,1,NA,NA,NA,42,107,NA,NA,NA
4260,0,1,0,1,16,30,1,5,0,1,450,765,1010,37,112,6.109247583,6.639875834,6.91770561
4261,0,1,0,1,1,24,1,7,0,1,NA,17,33,NA,NA,NA,2.833213344,3.496507561
4262,0,1,0,1,10,34,1,9,0,1,563,647,950,31,86,6.333279628,6.472346295,6.856461985
4263,0,1,0,1,13,32,1,8,0,1,649,798,750,42,114,6.475432717,6.682108597,6.620073207
4265,0,1,0,1,8,32,1,6,0,1,470,520,NA,33,NA,6.152732695,6.253828812,NA
4268,0,1,0,1,16,24,1,2,0,1,275,750,433,31,NA,5.616771098,6.620073207,6.070737728
4269,0,1,0,1,16,33,1,8,0,1,719,735,962,40,102,6.577861358,6.599870499,6.869014451
4270,0,1,0,1,12,33,1,9,0,1,1082,1226,1442,42,105,6.986566459,7.111512116,7.273786318
4272,0,1,0,1,8,31,1,6,0,1,NA,NA,NA,22,NA,NA,NA,NA
4274,0,1,0,1,16,34,1,8,0,1,673,838,1075,51,83,6.51174533,6.7310181,6.980075941
4275,1,0,0,0,18,24,1,2,0,0,350,577,817,31,107,5.857933154,6.357842267,6.705639095
4276,1,0,0,0,14,28,1,8,1,1,769,921,1342,34,81,6.64509097,6.825460036,7.201916318
4278,1,0,0,0,12,26,1,8,1,0,650,759,866,26,85,6.476972363,6.632001777,6.763884909
4279,1,0,0,0,9,30,1,9,0,0,751,667,625,34,72,6.621405652,6.502790046,6.43775165
4280,1,0,0,0,10,27,1,9,0,0,356,650,600,23,NA,5.874930731,6.476972363,6.396929655
4281,1,0,0,0,9,24,1,9,0,0,250,320,475,14,NA,5.521460918,5.768320996,6.163314804
4282,1,0,0,0,12,28,1,8,0,0,401,540,680,35,86,5.993961427,6.29156914,6.522092798
4283,1,0,0,0,11,25,1,8,0,0,425,406,596,38,NA,6.052089169,6.00635316,6.390240667
4284,1,0,0,0,9,25,1,8,0,0,287,385,389,26,NA,5.659482216,5.953243334,5.963579344
4285,1,0,0,0,13,26,1,6,1,0,309,578,563,18,NA,5.733341277,6.359573869,6.333279628
4286,1,0,0,0,14,24,1,6,1,1,578,700,824,21,NA,6.359573869,6.551080335,6.71417053
4288,1,0,0,0,16,30,1,8,1,0,438,548,770,29,NA,6.08221891,6.306275287,6.646390515
4289,1,0,0,0,12,31,1,6,0,0,450,563,693,38,68,6.109247583,6.333279628,6.541029999
4290,1,0,0,0,17,28,1,4,0,1,173,NA,370,36,115,5.153291594,NA,5.913503006
4294,1,0,0,0,16,27,1,8,1,1,529,793,1346,19,NA,6.270988432,6.675823222,7.20489251
4295,1,0,0,0,12,30,1,9,1,0,482,580,900,27,NA,6.177944114,6.363028104,6.802394763
4296,1,0,0,0,12,27,1,9,1,1,833,890,NA,18,NA,6.725033642,6.791221463,NA
4297,1,0,0,0,12,34,1,9,1,0,260,NA,875,22,95,5.560681631,NA,6.774223886
4298,1,0,0,0,12,25,1,9,1,0,279,368,500,22,NA,5.631211782,5.908082938,6.214608098
4301,1,0,0,0,13,25,1,9,1,0,350,425,465,29,NA,5.857933154,6.052089169,6.142037406
4302,1,0,0,0,11,24,1,8,0,0,145,420,NA,20,NA,4.976733742,6.040254711,NA
4304,1,0,0,0,10,27,1,4,1,0,230,265,310,26,NA,5.438079309,5.579729826,5.736572297
4305,1,0,0,0,15,24,1,4,1,1,450,583,673,14,NA,6.109247583,6.368187186,6.51174533
4307,1,0,0,0,16,25,1,3,0,1,385,722,808,31,87,5.953243334,6.582025139,6.694562059
4308,1,0,0,0,17,34,1,2,0,1,817,876,2308,42,116,6.705639095,6.775366091,7.744136628
4309,1,0,0,0,16,30,1,2,0,0,962,1154,1115,37,95,6.869014451,7.050989447,7.016609684
4310,1,0,0,0,13,28,1,2,0,0,408,577,667,32,94,6.011267174,6.357842267,6.502790046
4311,1,0,0,0,16,25,1,2,0,1,526,817,1130,29,NA,6.265301213,6.705639095,7.029972912
4312,1,0,0,0,13,24,1,5,0,1,578,644,785,35,NA,6.359573869,6.467698726,6.665683718
4313,1,0,0,0,14,28,1,8,0,0,620,719,1197,45,96,6.429719478,6.577861358,7.087573706
4317,0,1,1,0,12,25,1,6,0,1,230,520,722,29,99,5.438079309,6.253828812,6.582025139
4318,0,1,1,0,11,30,1,8,1,1,580,918,805,33,NA,6.363028104,6.822197391,6.690842277
4319,0,1,1,0,18,32,1,6,0,1,1155,1130,NA,45,106,7.051855623,7.029972912,NA
4320,0,1,1,0,12,28,1,9,1,1,380,625,625,24,NA,5.940171253,6.43775165,6.43775165
4322,0,1,1,0,16,27,1,6,1,1,616,962,866,26,NA,6.423246964,6.869014451,6.763884909
4324,0,1,1,0,12,28,1,8,1,1,450,750,NA,28,NA,6.109247583,6.620073207,NA
4325,0,1,1,0,12,25,1,8,1,1,425,652,500,30,NA,6.052089169,6.480044562,6.214608098
4326,0,1,1,0,12,28,1,8,1,1,500,462,700,36,85,6.214608098,6.135564891,6.551080335
4327,0,1,1,0,15,26,1,3,0,1,NA,549,834,36,113,NA,6.308098442,6.726233402
4328,0,1,1,0,12,25,1,3,0,1,713,945,1100,16,NA,6.56948142,6.851184927,7.003065459
4329,0,1,1,0,12,25,1,6,0,1,750,789,721,32,100,6.620073207,6.670766321,6.580639137
4330,0,1,1,0,15,24,1,6,0,1,323,NA,NA,37,92,5.777652323,NA,NA
4333,0,1,1,0,13,28,1,6,0,1,1038,1375,1500,38,101,6.945051064,7.22620901,7.313220387
4334,0,1,1,0,16,25,1,1,0,1,491,619,1016,30,104,6.196444128,6.428105273,6.923628628
4335,0,1,1,0,13,29,1,6,0,1,525,886,500,37,88,6.263398263,6.786716951,6.214608098
4337,0,1,1,0,11,29,1,8,1,1,388,1037,578,26,NA,5.96100534,6.944087208,6.359573869
4338,0,1,1,0,10,26,1,5,1,1,460,535,650,21,NA,6.131226489,6.282266747,6.476972363
4342,0,1,1,0,15,24,1,8,1,1,400,462,605,22,NA,5.991464547,6.135564891,6.405228458
4343,0,1,1,0,15,27,1,6,1,1,737,750,1051,31,97,6.602587892,6.620073207,6.957497371
4345,0,1,1,0,14,26,1,8,1,1,599,NA,NA,34,83,6.395261598,NA,NA
4347,0,0,0,0,18,33,1,2,0,0,NA,NA,NA,40,109,NA,NA,NA
4349,0,0,0,0,10,28,1,8,1,1,NA,NA,NA,15,NA,NA,NA,NA
4351,0,0,0,0,18,33,1,1,1,0,1131,385,495,43,71,7.030857476,5.953243334,6.204557763
4355,0,1,1,0,14,25,1,9,1,1,601,705,801,30,100,6.398594935,6.558197803,6.685860947
4356,0,1,1,0,10,26,1,9,1,1,298,NA,NA,22,NA,5.697093487,NA,NA
4357,0,1,1,0,12,27,1,9,1,1,235,350,640,39,96,5.459585514,5.857933154,6.461468176
4358,0,1,1,0,13,25,1,9,1,1,220,321,340,20,113,5.393627546,5.771441123,5.828945618
4359,0,1,1,0,8,26,1,9,1,1,697,687,962,26,NA,6.546785411,6.532334292,6.869014451
4360,0,1,1,0,9,24,1,9,1,1,542,583,625,20,NA,6.295266001,6.368187186,6.43775165
4361,0,1,1,0,12,25,1,9,1,1,250,325,467,29,NA,5.521460918,5.783825182,6.146329258
4364,0,1,1,0,16,26,1,3,0,1,400,938,1197,39,117,5.991464547,6.843749949,7.087573706
4365,0,1,1,0,15,31,1,9,0,1,423,899,881,39,101,6.047372179,6.801283034,6.781057626
4366,0,1,1,0,12,28,1,1,0,1,NA,271,390,38,93,NA,5.602118821,5.966146739
4368,0,1,1,0,12,25,1,8,0,1,290,346,363,NA,65,5.669880923,5.846438775,5.894402834
4370,0,1,1,0,10,33,1,9,1,1,247,356,320,32,NA,5.509388337,5.874930731,5.768320996
4372,0,1,1,0,13,26,1,9,1,1,380,415,390,33,87,5.940171253,6.02827852,5.966146739
4373,0,1,1,0,12,24,1,5,0,1,656,625,889,37,116,6.486160789,6.43775165,6.790097236
4374,0,1,1,0,12,32,1,6,0,1,711,868,1076,42,106,6.56667243,6.766191715,6.981005741
4375,0,1,1,0,14,29,1,6,0,1,481,625,NA,35,93,6.17586727,6.43775165,NA
4376,0,1,1,0,16,25,1,6,0,1,641,865,769,35,112,6.463029457,6.762729507,6.64509097
4377,0,1,1,0,12,32,1,2,0,1,596,975,1127,45,98,6.390240667,6.882437471,7.027314514
4378,0,1,1,0,7,31,1,9,0,1,578,343,833,35,NA,6.359573869,5.837730447,6.725033642
4380,1,0,0,0,16,30,1,4,0,1,678,712,909,37,NA,6.519147288,6.568077911,6.812345094
4381,1,0,0,0,14,34,1,8,0,1,NA,NA,NA,36,105,NA,NA,NA
4383,1,0,0,0,16,32,1,6,0,1,1538,NA,NA,37,103,7.33823815,NA,NA
4384,1,0,0,0,12,33,1,6,0,1,860,1091,750,36,103,6.756932389,6.994849986,6.620073207
4385,1,0,0,0,18,32,1,2,0,1,534,554,750,49,NA,6.280395839,6.317164687,6.620073207
4386,1,0,0,0,12,27,1,3,0,1,308,435,1334,34,91,5.730099783,6.075346031,7.195937226
4387,1,0,0,0,14,29,1,5,0,0,600,NA,855,41,118,6.396929655,NA,6.751101469
4388,1,0,0,0,8,31,1,9,0,0,625,725,593,20,NA,6.43775165,6.586171655,6.385194399
4390,1,0,0,0,17,28,1,6,0,0,NA,1049,1119,36,123,NA,6.955592608,7.020190708
4391,1,0,0,0,18,34,1,9,0,0,NA,1298,NA,44,106,NA,7.168579897,NA
4392,1,0,0,0,13,29,1,7,0,1,540,669,900,28,87,6.29156914,6.50578406,6.802394763
4396,1,0,0,0,13,27,1,5,0,0,344,530,525,22,100,5.840641657,6.272877007,6.263398263
4397,1,0,0,0,12,25,1,5,0,0,500,900,1104,39,96,6.214608098,6.802394763,7.006695227
4398,1,0,0,0,11,26,1,8,1,1,320,452,700,16,NA,5.768320996,6.11368218,6.551080335
4400,1,0,0,0,18,27,1,8,1,0,378,443,674,29,62,5.934894196,6.09356977,6.513230111
4401,1,0,0,0,15,25,1,8,1,0,188,NA,669,14,60,5.236441963,NA,6.50578406
4404,1,0,0,0,9,33,1,8,1,0,168,NA,497,19,NA,5.123963979,NA,6.208590026
4405,1,0,0,0,2,25,1,9,1,0,250,250,375,12,NA,5.521460918,5.521460918,5.926926026
4406,1,0,0,0,3,24,1,8,1,0,190,300,NA,8,NA,5.247024072,5.703782475,NA
4407,1,0,0,0,12,28,0,8,1,1,1000,NA,NA,31,83,6.907755279,NA,NA
4408,1,0,0,0,12,24,1,9,1,0,564,390,NA,20,100,6.335054251,5.966146739,NA
4409,1,0,0,0,9,24,1,9,1,0,624,350,455,17,NA,6.436150368,5.857933154,6.120297419
4410,1,0,0,0,12,24,1,9,1,1,714,NA,1265,26,NA,6.570882962,NA,7.142827401
4411,1,0,0,0,12,24,1,5,0,0,538,660,801,40,123,6.28785856,6.492239835,6.685860947
4413,1,0,0,0,13,26,1,8,1,0,355,386,553,22,67,5.872117789,5.955837369,6.315358002
4414,1,0,0,0,12,24,1,4,1,0,240,300,290,28,NA,5.480638923,5.703782475,5.669880923
4415,1,0,0,0,12,25,1,7,0,0,NA,385,800,27,96,NA,5.953243334,6.684611728
4417,1,0,0,0,12,24,1,6,0,0,418,625,NA,22,NA,6.035481433,6.43775165,NA
4418,0,1,0,1,13,27,1,1,0,0,1026,1154,1385,42,104,6.933423026,7.050989447,7.233455419
4419,0,1,0,1,17,32,1,2,0,0,295,355,425,34,106,5.686975356,5.872117789,6.052089169
4421,0,1,0,1,12,26,1,9,1,1,550,595,814,24,85,6.309918278,6.388561406,6.701960366
4422,0,1,0,1,12,27,1,9,1,1,538,695,835,27,81,6.28785856,6.543911846,6.727431725
4423,0,1,0,1,12,24,1,8,1,0,NA,NA,400,17,NA,NA,NA,5.991464547
4424,0,1,0,1,5,30,1,8,0,0,350,365,320,37,NA,5.857933154,5.899897354,5.768320996
4425,0,1,0,1,12,27,1,6,0,0,711,930,1140,37,109,6.56667243,6.835184586,7.038783541
